director_id,title,director,category,type,duration
d5708,Ascharyachakit!,Samit Kakkad,"Dramas, Independent Movies, International Movies",Movie,90 min
d5709,Crazy Awesome Teachers,Sammaria Sari Simanjuntak,"Comedies, Dramas, International Movies",Movie,102 min
d5710,The Skin of the Wolf,Samu Fuentes,"Dramas, Independent Movies, International Movies",Movie,110 min
d5711,Maynard,Samuel D. Pollard,Documentaries,Movie,100 min
d5712,Sparring,Samuel Jouy,"Dramas, International Movies, Sports Movies",Movie,94 min
d5713,Dear Affy,Samuel Olatunji,"Comedies, Dramas, International Movies",Movie,126 min
d5714,Adrishya,Sandeep Chatterjee,"Horror Movies, Independent Movies, International Movies",Movie,99 min
d5715,X: Past Is Present,Sandeep Mohan,"Dramas, Independent Movies, International Movies",Movie,105 min
d5716,Kabir Singh,Sandeep Reddy Vanga,"Dramas, International Movies, Romantic Movies",Movie,171 min
d5717,Shirkers,Sandi Tan,Documentaries,Movie,97 min
d5718,Brené Brown: The Call to Courage,Sandra Restrepo,Documentaries,Movie,77 min
d5719,House of Z,Sandy Chronopoulos,Documentaries,Movie,88 min
d5720,Psychokinesis,Sang-ho Yeon,"Action & Adventure, Comedies, International Movies",Movie,102 min
d5721,Train to Busan,Sang-ho Yeon,"Action & Adventure, Horror Movies, International Movies",Movie,118 min
d5722,Yamla Pagla Deewana 2,Sangeeth Sivan,"Action & Adventure, Comedies, International Movies",Movie,147 min
d5723,Kyaa Kool Hai Hum,Sangeeth Sivan,"Comedies, International Movies, Music & Musicals",Movie,165 min
d5724,Ramji Londonwaley,Sanjay Dayma,"Comedies, Dramas, International Movies",Movie,154 min
d5725,Kaabil,Sanjay Gupta,"Dramas, International Movies",Movie,139 min
d5726,Luckee,Sanjay Jadhav,"Comedies, International Movies, Romantic Movies",Movie,113 min
d5727,Fakta Ladh Mhana,Sanjay Jadhav,"Action & Adventure, Dramas, International Movies",Movie,150 min
d5728,Guzaarish,Sanjay Leela Bhansali,"Dramas, International Movies",Movie,121 min
d5729,Union Leader,Sanjay Patel,"Dramas, Independent Movies, International Movies",Movie,105 min
d5730,Sakhi,Sanjay Soorkar,"Dramas, International Movies, Music & Musicals",Movie,152 min
d5731,INDIA,Sanjeev Gupta,"Dramas, Independent Movies, International Movies",Movie,95 min
d5732,III Smoking Barrels,Sanjib Dey,"Dramas, Independent Movies, International Movies",Movie,128 min
d5733,Pranaam,Sanjiv Jaiswal,"Action & Adventure, Dramas, International Movies",Movie,117 min
d5734,Pitta Kathalu,Sankalp Reddy,"International TV Shows, TV Dramas",TV Show,1 Season
d5735,One,Santhosh Viswanath,"Dramas, International Movies",Movie,149 min
d5736,The Day of the Lord,Santiago Alvarado Ilarri,"Horror Movies, International Movies",Movie,93 min
d5737,Countdown to Death: Pablo Escobar,Santiago Diaz,"Documentaries, International Movies",Movie,69 min
d5738,Mi Shivajiraje Bhosale Boltoy,Santosh Manjrekar,"Comedies, International Movies, Sci-Fi & Fantasy",Movie,148 min
d5739,Asoka,Santosh Sivan,"Action & Adventure, Dramas, International Movies",Movie,168 min
d5740,Tahaan,Santosh Sivan,"Dramas, International Movies",Movie,95 min
d5741,Krishna Cottage,Santram Varma,"Action & Adventure, Horror Movies, International Movies",Movie,124 min
d5742,​Maj Rati ​​Keteki,Santwana Bardoloi,"Dramas, International Movies",Movie,117 min
d5743,Worth,Sara Colangelo,Dramas,Movie,119 min
d5744,The Kindergarten Teacher,Sara Colangelo,"Dramas, Independent Movies",Movie,97 min
d5745,ReMastered: Tricky Dick & The Man in Black,Sara Dosa,"Documentaries, Music & Musicals",Movie,59 min
d5746,Holidays,Sarah Adina Smith,"Comedies, Horror Movies",Movie,106 min
d5747,Buster's Mal Heart,Sarah Adina Smith,"Independent Movies, Thrillers",Movie,98 min
d5748,Rocks,Sarah Gavron,Dramas,Movie,93 min
d5749,Suffragette,Sarah Gavron,"Dramas, International Movies",Movie,107 min
d5750,NOVA: Day the Dinosaurs Died,Sarah Holt,Documentaries,Movie,53 min
d5751,The Heyday of the Insensitive Bastards,Sarah Kruchowski,"Dramas, Independent Movies",Movie,96 min
d5752,Losing Sight of Shore,Sarah Moshman,"Documentaries, Sports Movies",Movie,92 min
d5753,Arthur Christmas,Sarah Smith,"Children & Family Movies, Comedies",Movie,98 min
d5754,Yes or No,Saratswadee Wongsomphet,"International Movies, LGBTQ Movies, Romantic Movies",Movie,111 min
d5755,Yes or No 2,Saratswadee Wongsomphet,"International Movies, LGBTQ Movies, Romantic Movies",Movie,112 min
d5756,R.K.Nagar,Saravana Rajan,"Action & Adventure, Comedies, Dramas",Movie,132 min
d5757,Mehandi Circus,Saravana Rajendran,"Dramas, International Movies, Romantic Movies",Movie,126 min
d5758,Let's Eat,Sarawut Wichiensarn,"International TV Shows, Romantic TV Shows, TV Comedies",TV Show,1 Season
d5759,American Heist,Sarik Andreasyan,"Action & Adventure, Dramas",Movie,95 min
d5760,Navarasa,Sarjun,TV Shows,TV Show,1 Season
d5761,Echcharikkai,Sarjun,"International Movies, Thrillers",Movie,127 min
d5762,Wave of Cinema: Surat dari Timur,Saron Sakina,"Documentaries, International Movies, Music & Musicals",Movie,58 min
d5763,Tiger,Sartaj Singh Pannu,"Action & Adventure, Dramas, International Movies",Movie,130 min
d5764,Music Teacher,Sarthak Dasgupta,"Dramas, Independent Movies, International Movies",Movie,102 min
d5765,Njan Prakashan,Sathyan Anthikad,"Comedies, Dramas, International Movies",Movie,125 min
d5766,Karzzzz,Satish Kaushik,"International Movies, Music & Musicals, Romantic Movies",Movie,137 min
d5767,Hamara Dil Aapke Paas Hai,Satish Kaushik,"Dramas, International Movies, Music & Musicals",Movie,158 min
d5768,The Damned Rain,Satish Manwar,"Dramas, International Movies",Movie,99 min
d5769,Aapla Manus,Satish Rajwade,"Dramas, International Movies, Thrillers",Movie,133 min
d5770,Mumbai Delhi Mumbai,Satish Rajwade,"Comedies, International Movies, Romantic Movies",Movie,107 min
d5771,Premachi Goshta,Satish Rajwade,"International Movies, Romantic Movies",Movie,127 min
d5772,Madness in the Desert,Satyajit Bhatkal,"Documentaries, International Movies",Movie,141 min
d5773,Zokkomon,Satyajit Bhatkal,"Children & Family Movies, Dramas",Movie,104 min
d5774,Suite Française,Saul Dibb,"Dramas, International Movies, Romantic Movies",Movie,107 min
d5775,EMI: Liya Hai To Chukana Padega,Saurabh Kabra,"Comedies, Dramas, International Movies",Movie,128 min
d5776,Saavat,Saurabh Sinha,"Dramas, Independent Movies, International Movies",Movie,118 min
d5777,Colkatay Columbus,Saurav Palodhi,"Comedies, Dramas, Independent Movies",Movie,118 min
d5778,Big Time Movie,Savage Steve Holland,"Children & Family Movies, Comedies, Music & Musicals",Movie,68 min
d5779,Malibu Rescue,Savage Steve Holland,"Children & Family Movies, Comedies",Movie,70 min
d5780,A Fairly Odd Summer,Savage Steve Holland,"Children & Family Movies, Comedies",Movie,68 min
d5781,Malibu Rescue: The Next Wave,Savage Steve Holland,"Children & Family Movies, Comedies",Movie,71 min
d5782,Rise: Ini Kalilah,Saw Teong Hin,"Dramas, International Movies",Movie,101 min
d5783,Search Party,Scot Armstrong,Comedies,Movie,93 min
d5784,Rush: Beyond the Lighted Stage,Scot McFadyen,"Documentaries, Music & Musicals",Movie,107 min
d5785,"Michael Bolton''s Big, Sexy Valentine''s Day Special",Scott Aukerman,"Comedies, Music & Musicals, Romantic Movies",Movie,54 min
d5786,Between Two Ferns: The Movie,Scott Aukerman,Comedies,Movie,83 min
d5787,Animal Crackers,Scott Christian Sava,"Children & Family Movies, Comedies",Movie,106 min
d5788,Hostiles,Scott Cooper,Dramas,Movie,134 min
d5789,No Reservations,Scott Hicks,"Comedies, Romantic Movies",Movie,104 min
d5790,Highly Strung,Scott Hicks,"Documentaries, International Movies, Music & Musicals",Movie,80 min
d5791,14 Cameras,Scott Hussion,"Horror Movies, Thrillers",Movie,89 min
d5792,Joan Rivers: Don't Start with Me,Scott L. Montoya,Stand-Up Comedy,Movie,69 min
d5793,Felipe Esparza: They're Not Going to Laugh at You,Scott L. Montoya,Stand-Up Comedy,Movie,58 min
d5794,Camera Store,Scott Marshall Smith,"Comedies, Dramas",Movie,104 min
d5795,Big Kill,Scott Martin,Action & Adventure,Movie,126 min
d5796,Escape from Mr. Lemoncello’s Library,Scott McAboy,Children & Family Movies,Movie,69 min
d5797,21 & Over,Scott Moore,Comedies,Movie,93 min
d5798,A Bad Moms Christmas,Scott Moore,Comedies,Movie,104 min
d5799,Todd Glass: Act Happy,Scott Moran,Stand-Up Comedy,Movie,63 min
d5800,Rory Scovel Tries Stand-Up for the First Time,Scott Moran,Stand-Up Comedy,Movie,66 min
d5801,Dr. Seuss' The Grinch,Scott Mosier,"Children & Family Movies, Comedies",Movie,86 min
d5802,Barbie Big City Big Dreams,Scott Pleydell-Pearce,"Children & Family Movies, Music & Musicals",Movie,63 min
d5803,Midnight Sun,Scott Speer,"Dramas, Romantic Movies",Movie,91 min
d5804,Hostel: Part III,Scott Spiegel,"Cult Movies, Horror Movies",Movie,88 min
d5805,Legion,Scott Stewart,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",Movie,100 min
d5806,Holidays,Scott Stewart,"Comedies, Horror Movies",Movie,106 min
d5807,Dark Skies,Scott Stewart,"Horror Movies, Sci-Fi & Fantasy",Movie,97 min
d5808,The Frozen Ground,Scott Walker,"Dramas, Thrillers",Movie,106 min
d5809,Act of Valor,Scott Waugh,Action & Adventure,Movie,110 min
d5810,Jim Jefferies: Intolerant,Scott Zabielski,Stand-Up Comedy,Movie,67 min
d5811,Jim Jefferies: This Is Me Now,Scott Zabielski,Stand-Up Comedy,Movie,71 min
d5812,Where's the Money,Scott Zabielski,Comedies,Movie,86 min
d5813,Sex Drive,Sean Anders,Comedies,Movie,109 min
d5814,The Florida Project,Sean Baker,"Dramas, Independent Movies",Movie,111 min
d5815,Kiss & Cry,Sean Cisterna,"Dramas, International Movies, Romantic Movies",Movie,93 min
d5816,Full Out,Sean Cisterna,"Children & Family Movies, Dramas, Sports Movies",Movie,88 min
d5817,Mindhorn,Sean Foley,"Comedies, Cult Movies, Independent Movies",Movie,88 min
d5818,Sister Cities,Sean Hanish,Dramas,Movie,88 min
d5819,Bratz: The Movie,Sean McNamara,"Children & Family Movies, Comedies",Movie,102 min
d5820,Aliens Stole My Body,Sean McNamara,"Children & Family Movies, Comedies",Movie,88 min
d5821,Soul Surfer,Sean McNamara,"Dramas, Faith & Spirituality, Sports Movies",Movie,106 min
d5822,Aliens Ate My Homework,Sean McNamara,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",Movie,90 min
d5823,The Carter Effect,Sean Menard,"Documentaries, Sports Movies",Movie,60 min
d5824,F.R.E.D.I.,Sean Olson,"Children & Family Movies, Sci-Fi & Fantasy",Movie,90 min
d5825,Into the Wild,Sean Penn,"Action & Adventure, Dramas, Independent Movies",Movie,148 min
d5826,The Last Face,Sean Penn,Dramas,Movie,131 min
d5827,Ronny Chieng: Asian Comedian Destroys America!,Sebastian DiNatale,Stand-Up Comedy,Movie,63 min
d5828,Elizabeth Harvest,Sebastian Gutierrez,"Dramas, Sci-Fi & Fantasy",Movie,109 min
d5829,Time Share,Sebastián Hofmann,"Dramas, Independent Movies, International Movies",Movie,96 min
d5830,Lil Peep: Everybody’s Everything,Sebastian Jones,"Documentaries, Music & Musicals",Movie,116 min
d5831,"El patrón, radiografía de un crimen",Sebastián Schindel,"Dramas, International Movies, Thrillers",Movie,100 min
d5832,The Son,Sebastián Schindel,"Dramas, Independent Movies, International Movies",Movie,93 min
d5833,The Crimes That Bind,Sebastián Schindel,"Dramas, International Movies",Movie,100 min
d5834,Journey to Greenland,Sébastien Betbeder,"Comedies, International Movies",Movie,99 min
d5835,Familiye,Sedat Kirtan,"Dramas, Independent Movies, International Movies",Movie,99 min
d5836,Ram Prasad Ki Tehrvi,Seema Pahwa,"Dramas, Independent Movies, International Movies",Movie,113 min
d5837,Expelled from Paradise,Seiji Mizushima,"Action & Adventure, Anime Features, Sci-Fi & Fantasy",Movie,103 min
d5838,Nee Enge En Anbe,Sekhar Kammula,"International Movies, Thrillers",Movie,137 min
d5839,Anaamika,Sekhar Kammula,"International Movies, Thrillers",Movie,130 min
d5840,Düğün Dernek,Selçuk Aydemir,"Comedies, International Movies",Movie,102 min
d5841,Dügün Dernek 2: Sünnet,Selçuk Aydemir,"Comedies, International Movies",Movie,107 min
d5842,I'm Glad I Did,Selçuk Metin,"Documentaries, International Movies",Movie,114 min
d5843,Expedition Happiness,Selima Taibi,"Documentaries, International Movies",Movie,96 min
d5844,Nila,Selvamani Selvaraj,"Dramas, International Movies, Romantic Movies",Movie,94 min
d5845,American Woman,Semi Chellas,"Dramas, Independent Movies",Movie,87 min
d5846,Kill Me If You Dare,Şenol Sönmez,"Comedies, International Movies, Romantic Movies",Movie,100 min
d5847,Hayat Öpücügü,Şenol Sönmez,"Comedies, Dramas, International Movies",Movie,98 min
d5848,46,Serdar Akar,"International TV Shows, TV Dramas, TV Mysteries",TV Show,1 Season
d5849,Innocent,Seren Yüce,"Crime TV Shows, International TV Shows, TV Dramas",TV Show,1 Season
d5850,Iron Fists and Kung-Fu Kicks,Serge Ou,"Documentaries, International Movies",Movie,108 min
d5851,Seventh Son,Sergei Bodrov,"Action & Adventure, Sci-Fi & Fantasy",Movie,102 min
d5852,Jefe,Sergio Barrejón,"Comedies, Dramas, International Movies",Movie,90 min
d5853,El club de los insomnes,Sergio Goyri Jr.,"Dramas, International Movies",Movie,82 min
d5854,Once Upon a Time in America,Sergio Leone,"Classic Movies, Dramas",Movie,229 min
d5855,Once Upon a Time in the West,Sergio Leone,"Action & Adventure, Classic Movies, International Movies",Movie,166 min
d5856,Klaus,Sergio Pablos,"Children & Family Movies, Comedies",Movie,98 min
d5857,Hükümet Kadin,Sermiyan Midyat,"Comedies, International Movies",Movie,100 min
d5858,Bir Baba Hindu,Sermiyan Midyat,"Action & Adventure, Comedies, International Movies",Movie,107 min
d5859,Hükümet Kadin 2,Sermiyan Midyat,"Comedies, International Movies",Movie,101 min
d5860,Mike Birbiglia: The New One,Seth Barrish,Stand-Up Comedy,Movie,86 min
d5861,Mike Birbiglia: Thank God for Jokes,Seth Barrish,Stand-Up Comedy,Movie,71 min
d5862,Mike Birbiglia: My Girlfriend's Boyfriend,Seth Barrish,Stand-Up Comedy,Movie,76 min
d5863,14 Cameras,Seth Fuller,"Horror Movies, Thrillers",Movie,89 min
d5864,Four Christmases,Seth Gordon,"Comedies, Romantic Movies",Movie,88 min
d5865,Pottersville,Seth Henrikson,"Comedies, Independent Movies",Movie,86 min
d5866,The Interview,Seth Rogen,"Action & Adventure, Comedies",Movie,112 min
d5867,Abnormal Summit,Seung-uk Jo,"International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows",TV Show,2 Seasons
d5868,When Love Happens,Seyi Babatope,"International Movies, Romantic Movies",Movie,109 min
d5869,Sanitation Day,Seyi Babatope,"Dramas, International Movies, Thrillers",Movie,105 min
d5870,Mama Drama,Seyi Babatope,"Dramas, International Movies",Movie,105 min
d5871,Soorma,Shaad Ali,"Dramas, International Movies, Sports Movies",Movie,131 min
d5872,B.A. Pass 2,Shadab Khan,"Dramas, International Movies",Movie,126 min
d5873,The Heyday of the Insensitive Bastards,Shadae Lamar Smith,"Dramas, Independent Movies",Movie,96 min
d5874,Farce,Shadi Ali,"Comedies, International Movies",Movie,94 min
d5875,May You Prosper,Shady Ali,"Comedies, International Movies, Music & Musicals",Movie,93 min
d5876,What Did I Mess,Shady Hanna,"Comedies, International Movies, Romantic Movies",Movie,98 min
d5877,Dushman,Shagufta Rafique,"Dramas, International Movies",Movie,141 min
d5878,The Rebound,Shaina Allen,"Documentaries, Sports Movies",Movie,77 min
d5879,Singapore,Shakti Samanta,"Comedies, Dramas, International Movies",Movie,158 min
d5880,The Great Gambler,Shakti Samanta,"Action & Adventure, Classic Movies, Cult Movies",Movie,161 min
d5881,Kapoor & Sons,Shakun Batra,"Comedies, Dramas, International Movies",Movie,138 min
d5882,Ek Main Aur Ekk Tu,Shakun Batra,"Comedies, International Movies, Romantic Movies",Movie,106 min
d5883,Catching the Sun,Shalini Kantayya,Documentaries,Movie,74 min
d5884,Coded Bias,Shalini Kantayya,Documentaries,Movie,86 min
d5885,Manoranjan,Shammi Kapoor,"Comedies, International Movies, Music & Musicals",Movie,162 min
d5886,Rembat,Shamyl Othman,"Action & Adventure, Comedies, International Movies",Movie,88 min
d5887,Maniyarayile Ashokan,Shamzu Zayba,"Comedies, International Movies, Romantic Movies",Movie,110 min
d5888,Flying Guillotine 2,Shan Hua,"Action & Adventure, International Movies",Movie,88 min
d5889,Thottappan,Shanavas K. Bavakutty,"Comedies, Dramas, International Movies",Movie,139 min
d5890,Candyflip,Shanawaz Nellikunnil,"Dramas, Independent Movies, International Movies",Movie,104 min
d5891,9,Shane Acker,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",Movie,80 min
d5892,Jagat,Shanjey Kumar Perumal,"Dramas, International Movies",Movie,76 min
d5893,Gurgaon,Shanker Raman,"Dramas, International Movies, Thrillers",Movie,106 min
d5894,Donald Glover: Weirdo,Shannon Hartman,Stand-Up Comedy,Movie,65 min
d5895,Kevin Hart: I'm a Grown Little Man,Shannon Hartman,Stand-Up Comedy,Movie,62 min
d5896,W. Kamau Bell: Private School Negro,Shannon Hartman,Stand-Up Comedy,Movie,66 min
d5897,Jo Koy: Live from Seattle,Shannon Hartman,Stand-Up Comedy,Movie,63 min
d5898,Jo Koy: Comin' In Hot,Shannon Hartman,Stand-Up Comedy,Movie,60 min
d5899,Bill Burr: Let It Go,Shannon Hartman,Stand-Up Comedy,Movie,65 min
d5900,Kevin Hart: Seriously Funny,Shannon Hartman,Stand-Up Comedy,Movie,67 min
d5901,Jim Jefferies : BARE,Shannon Hartman,Stand-Up Comedy,Movie,77 min
d5902,Jim Norton: Mouthful of Shame,Shannon Hartman,Stand-Up Comedy,Movie,62 min
d5903,In Our Mothers' Gardens,Shantrelle P. Lewis,Documentaries,Movie,85 min
d5904,Thimmarusu,Sharan Koppisetty,"Dramas, International Movies",Movie,125 min
d5905,Gunjan Saxena: The Kargil Girl,Sharan Sharma,"Action & Adventure, Dramas, International Movies",Movie,113 min
d5906,Things Heard & Seen,Shari Springer Berman,"Horror Movies, Thrillers",Movie,121 min
d5907,Sitara: Let Girls Dream,Sharmeen Obaid-Chinoy,"Children & Family Movies, Dramas",Movie,16 min
d5908,American Experience: The Circus,Sharon Grimberg,Docuseries,TV Show,1 Season
d5909,Picture a Scientist,Sharon Shattuck,Documentaries,Movie,97 min
d5910,Humpty Sharma Ki Dulhania,Shashank Khaitan,"Comedies, International Movies, Romantic Movies",Movie,131 min
d5911,Ajeeb Daastaans,Shashank Khaitan,"Dramas, Independent Movies, International Movies",Movie,142 min
d5912,House Arrest,Shashanka Ghosh,"Comedies, Independent Movies, International Movies",Movie,105 min
d5913,Khoobsurat,Shashanka Ghosh,"Comedies, International Movies, Romantic Movies",Movie,121 min
d5914,One 2 Ka 4,Shashilal K. Nair,"Action & Adventure, Comedies, Dramas",Movie,160 min
d5915,Trophy,Shaul Schwarz,"Documentaries, International Movies",Movie,110 min
d5916,Wonho Chung: Live in New York,Shaun Mir,Stand-Up Comedy,Movie,69 min
d5917,Wheels of Fortune,Shaun Paul Piccinino,"Comedies, Sports Movies",Movie,107 min
d5918,A California Christmas,Shaun Paul Piccinino,"Comedies, Romantic Movies",Movie,107 min
d5919,Roped,Shaun Paul Piccinino,"Children & Family Movies, Dramas, Romantic Movies",Movie,90 min
d5920,Lady Driver,Shaun Paul Piccinino,"Dramas, Sports Movies",Movie,104 min
d5921,Hide & Seek,Shawn Arranha,"Horror Movies, International Movies, Thrillers",Movie,96 min
d5922,Officer Downe,Shawn Crahan,Action & Adventure,Movie,91 min
d5923,Real Steel,Shawn Levy,"Action & Adventure, Sci-Fi & Fantasy, Sports Movies",Movie,127 min
d5924,The Pink Panther,Shawn Levy,"Children & Family Movies, Comedies",Movie,93 min
d5925,Big Fat Liar,Shawn Levy,"Children & Family Movies, Comedies",Movie,88 min
d5926,White Boy,Shawn Rech,Documentaries,Movie,83 min
d5927,Alaska Is a Drag,Shaz Bennett,"Dramas, LGBTQ Movies",Movie,83 min
d5928,Pinky Memsaab,Shazia Ali Khan,"Dramas, Independent Movies, International Movies",Movie,124 min
d5929,3 Seconds Divorce,Shazia Javed,"Documentaries, Faith & Spirituality",Movie,53 min
d5930,Framing John DeLorean,Sheena M. Joyce,"Documentaries, Dramas",Movie,109 min
d5931,Masoom,Shekhar Kapur,"Dramas, Independent Movies, International Movies",Movie,138 min
d5932,Ek Ladki Ko Dekha Toh Aisa Laga,Shelly Chopra Dhar,"Comedies, Dramas, International Movies",Movie,120 min
